company,company_stage,country,days_since_layoff,Sum of funds_raised_million,Sum of id,industry,Sum of laid_off,Year,Quarter,Month,Day,Sum of layoff_day,Sum of layoff_month,layoff_percentage,Sum of layoff_quarter,layoff_severity,Sum of layoff_year,location_city,location_region,news_source_url,Year,Quarter,Month,Day
Back Market,Series E,France,926,1000,2196,Retail,93,2022,Qtr 4,December,23,23,12,13%,4,Normal,2022,Paris,Non-U.S.,https://sifted.eu/articles/startup-tech-company-layoffs/,2022,Qtr 4,December,27
Banxa,Post-IPO,Australia,1105,13,3121,Crypto,70,2022,Qtr 2,June,27,27,6,30%,2,Normal,2022,Melbourne,Non-U.S.,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,2022,Qtr 2,June,28
Basis Technologies,Series B,United States,866,52,1770,Marketing,40,2023,Qtr 1,February,21,21,2,4%,1,Normal,2023,Chicago,,https://www.mediapost.com/publications/article/382752/basis-technologies-lays-off-employees-as-it-restru.html,2023,Qtr 2,June,21
Baton,Series A,United States,1103,13,3099,Transportation,16,2022,Qtr 2,June,29,29,6,25%,2,Normal,2022,SF Bay Area,,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,2022,Qtr 2,June,30
Beam Benefits,Series E,United States,879,168,1846,Healthcare,31,2023,Qtr 1,February,8,8,2,8%,1,Normal,2023,Columbus,,https://www.bizjournals.com/columbus/inno/stories/news/2023/02/16/beam-benefits-job-cuts.html,2023,Qtr 1,February,17
BeepKart,Series A,India,271,19,269,Retail,130,2024,Qtr 4,October,8,8,10,40%,4,Normal,2024,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-beepkart-fires-130-employees-in-5-months-to-cut-costs-halves-store-count/,2024,Qtr 4,October,9
Bench,Series B,Canada,1927,49,4024,Finance,47,2020,Qtr 1,March,27,27,3,10%,1,Normal,2020,Vancouver,Non-U.S.,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/,2020,Qtr 2,June,23
Bench,Series C,Canada,191,109,173,Finance,450,2024,Qtr 4,December,27,27,12,100%,4,Normal,2024,Vancouver,Non-U.S.,https://techcrunch.com/2024/12/27/bench-shuts-down-leaving-thousands-of-businesses-without-access-to-accounting-and-tax-docs/,2024,Qtr 4,December,28
Benchling,Series F,United States,807,411,1535,Other,74,2023,Qtr 2,April,21,21,4,9%,2,Normal,2023,SF Bay Area,,https://www.reuters.com/technology/life-sciences-software-startup-benchling-lays-off-9-workforce-2023-04-21/,2023,Qtr 2,April,22
BenchSci,Series D,Canada,545,164,785,Healthcare,70,2024,Qtr 1,January,8,8,1,17%,1,Normal,2024,Toronto,Non-U.S.,https://betakit.com/benchsci-trims-headcount-citing-generative-ai-economic-conditions/,2024,Qtr 1,January,9
Benevity,Unknown,Canada,900,69,2037,Other,137,2023,Qtr 1,January,18,18,1,14%,1,Normal,2023,Calgary,Non-U.S.,https://benevity.com/message-kelly-schmitt,2023,Qtr 1,January,19
Berlin Brands Group,Unknown,Germany,1122,1000,3205,Retail,100,2022,Qtr 2,June,10,10,6,10%,2,Normal,2022,Berlin,Non-U.S.,https://www.startbase.com/news/berlin-brands-group-entlaesst-fast-100-mitarbeiter/,2022,Qtr 2,June,21
Bestow,Series C,United States,1108,137,3127,Finance,41,2022,Qtr 2,June,24,24,6,14%,2,Normal,2022,Dallas,,https://coverager.com/layoffs-at-bestow/,2022,Qtr 2,June,28
Better.com,Unknown,United States,1216,905,3396,Real Estate,3000,2022,Qtr 1,March,8,8,3,33%,1,Major,2022,New York City,,https://www.nytimes.com/2022/03/08/business/better-mortgage-lender-layoffs.html,2022,Qtr 1,March,9
Better.com,Unknown,United States,1313,905,3420,Real Estate,900,2021,Qtr 4,December,1,1,12,9%,4,Normal,2021,New York City,,https://techcrunch.com/2021/12/01/better-com-lays-off-9-of-its-staff/,2021,Qtr 4,December,2
BetterUp,Series E,United States,704,567,1169,HR,100,2023,Qtr 3,August,2,2,8,16%,3,Normal,2023,SF Bay Area,,https://www.thedailybeast.com/prince-harrys-silicon-valley-gig-betterup-chops-16-of-staff-amid-tumult,2023,Qtr 3,August,4
Bevi,Series C,United States,1927,60,4027,Food,30,2020,Qtr 1,March,27,27,3,20%,1,Normal,2020,Boston,,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/,2020,Qtr 1,March,29
Beyond Meat,Post-IPO,United States,1068,122,2892,Food,40,2022,Qtr 3,August,3,3,8,4%,3,Normal,2022,Los Angeles,,https://www.bloomberg.com/news/articles/2022-08-03/beyond-meat-eliminates-about-40-positions-in-cost-cutting-move,2022,Qtr 3,August,5
Beyond Meat,Post-IPO,United States,612,122,926,Food,65,2023,Qtr 4,November,2,2,11,8%,4,Normal,2023,Los Angeles,,https://investors.beyondmeat.com/news-releases/news-release-details/beyond-meatr-provides-select-third-quarter-financial-results,2023,Qtr 4,November,7
Beyond Meat,Post-IPO,United States,996,122,2618,Food,200,2022,Qtr 4,October,14,14,10,19%,4,Normal,2022,Los Angeles,,https://www.cnbc.com/2022/10/14/beyond-meat-to-cut-19percent-of-its-workforce-as-sales-stock-struggle.html,2022,Qtr 4,October,14
Beyond Meat,Post-IPO,United States,996,122,2619,Food,200,2022,Qtr 4,October,14,14,10,19%,4,Normal,2022,Los Angeles,,https://www.fooddive.com/news/beyond-meat-layoffs-cut-revenue-outlook/634141/,2023,Qtr 4,November,7
BeyondMinds,Series A,Israel,1140,16,3310,Data,65,2022,Qtr 2,May,23,23,5,100%,2,Normal,2022,Tel Aviv,Non-U.S.,https://en.globes.co.il/en/article-beyondminds-shuts-down-lays-off-65-1001412743,2022,Qtr 2,May,23
BharatAgri,Series A,India,903,21,2082,Food,40,2023,Qtr 1,January,15,15,1,43%,1,Normal,2023,Mumbai,Non-U.S.,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,2023,Qtr 1,January,16
BigCommerce,Post-IPO,United States,934,224,2218,Retail,180,2022,Qtr 4,December,15,15,12,13%,4,Normal,2022,Austin,,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,2022,Qtr 4,December,15
BigPanda,Series E,United States,804,337,1533,Infrastructure,40,2023,Qtr 2,April,24,24,4,13%,2,Normal,2023,SF Bay Area,,https://www.calcalistech.com/ctechnews/article/hjmakgn73,2023,Qtr 2,April,25
BioMarin,Post-IPO,United States,1003,585,2645,Healthcare,120,2022,Qtr 4,October,7,7,10,4%,4,Normal,2022,SF Bay Area,,https://www.fiercebiotech.com/biotech/biomarin-lays-120-employees-save-50m-year-us-hit-hardest,2022,Qtr 4,November,20
Bird,Post-IPO,United States,1125,783,3233,Transportation,138,2022,Qtr 2,June,7,7,6,23%,2,Normal,2022,Los Angeles,,Internal memo,2022,Qtr 2,June,7
Bird,Series D,United States,1927,623,4012,Transportation,406,2020,Qtr 1,March,27,27,3,30%,1,Normal,2020,Los Angeles,,https://layoffs.fyi/2020/03/30/bird-lays-off-over-400-employees,2020,Qtr 1,March,29
Bishop Fox,Series B,United States,796,146,1499,Security,50,2023,Qtr 2,May,2,2,5,13%,2,Normal,2023,Phoenix,,https://techcrunch.com/2023/05/03/bishop-fox-lays-off-employees-days-after-throwing-conference-party/,2023,Qtr 2,May,4
BitMEX,Seed,Seychelles,1189,0,3381,Crypto,75,2022,Qtr 2,April,4,4,4,25%,2,Normal,2022,Non-U.S.,,https://www.theblockcrypto.com/post/140412/bitmex-lays-off-75-employees-after-bank-acquisition-collapses,2022,Qtr 2,April,5
BitOasis,Series B,United Arab Emirates,1113,30,3169,Crypto,9,2022,Qtr 2,June,19,19,6,5%,2,Normal,2022,Dubai,Non-U.S.,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,2022,Qtr 2,June,21
Bitpanda,Series C,Austria,1108,546,3125,Crypto,270,2022,Qtr 2,June,24,24,6,27%,2,Normal,2022,Vienna,Non-U.S.,https://brutkasten.com/bitpanda-kuendigungen/,2022,Qtr 2,June,24
Bitso,Series C,Mexico,1137,378,3292,Crypto,80,2022,Qtr 2,May,26,26,5,11%,2,Normal,2022,Mexico City,Non-U.S.,https://www.coindesk.com/business/2022/05/26/top-latin-american-crypto-exchange-bitso-lays-off-80-employees/,2022,Qtr 2,May,27
BitTitan,Acquired,United States,1326,46,3421,Data,70,2021,Qtr 4,November,18,18,11,27%,4,Normal,2021,Seattle,,https://www.seattletimes.com/business/seventy-set-for-layoffs-at-bellevue-startup-bittitan/,2021,Qtr 4,November,20
Bitwise,Series B,United States,753,84,1351,Crypto,900,2023,Qtr 2,June,14,14,6,100%,2,Normal,2023,SF Bay Area,,https://www.bakersfield.com/news/bitwise-lays-off-entire-staff/article_57c2a40c-0b12-11ee-84ca-f7e6d77ee2e9.html,2023,Qtr 2,June,17
Bizzabo,Series E,United States,1097,194,3056,Marketing,120,2022,Qtr 3,July,5,5,7,30%,3,Normal,2022,New York City,,https://www.calcalistech.com/ctechnews/article/hysobwfi5,2022,Qtr 3,July,6
Bizzabo,Series E,United States,948,194,2317,Marketing,100,2022,Qtr 4,December,1,1,12,37%,4,Normal,2022,New York City,,https://www.calcalistech.com/ctechnews/article/h1ajz9idj,2022,Qtr 4,December,3
BlackLine,Post-IPO,United States,683,220,1106,Finance,95,2023,Qtr 3,August,23,23,8,5%,3,Normal,2023,Los Angeles,,https://beststocks.com/blackline-announces-workforce-reduction-to-st/,2023,Qtr 3,August,25
BlackLine,Private Equity,United States,941,220,2258,Finance,95,2022,Qtr 4,December,8,8,12,5%,4,Normal,2022,Los Angeles,,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,2022,Qtr 4,December,11
Blend,Post-IPO,United States,1056,665,2826,Finance,220,2022,Qtr 3,August,15,15,8,12%,3,Normal,2022,SF Bay Area,,https://www.housingwire.com/articles/blend-takes-a-478m-loss-cuts-25-of-its-workforce/,2022,Qtr 3,August,16
Blend,Post-IPO,United States,1174,665,3365,Finance,200,2022,Qtr 2,April,19,19,4,10%,2,Normal,2022,SF Bay Area,,https://www.housingwire.com/articles/blend-lays-off-200-workers-as-mortgage-industry-sputters/,2022,Qtr 2,April,20
Blend,Post-IPO,United States,697,665,1140,Finance,150,2023,Qtr 3,August,9,9,8,19%,3,Normal,2023,SF Bay Area,,http://archive.fast-edgar.com/20230809/A7L2K22CZ22282Z2222G22ZZMTBIQQB2A252/,2023,Qtr 3,August,11
Blend,Post-IPO,United States,908,665,2124,Finance,340,2023,Qtr 1,January,10,10,1,28%,1,Normal,2023,SF Bay Area,,https://www.inman.com/2023/01/10/blend-cuts-nearly-30-of-workforce-in-blistering-4th-round-of-layoffs/,2023,Qtr 1,January,11
Blend,Post-IPO,United States,969,665,2470,Finance,100,2022,Qtr 4,November,10,10,11,6%,4,Normal,2022,SF Bay Area,,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,2022,Qtr 4,December,9
BlissClub,Series A,India,513,20,647,Retail,21,2024,Qtr 1,February,9,9,2,18%,1,Normal,2024,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-d2c-startup-blissclub-fires-about-18-workforce-to-cut-costs/,2024,Qtr 1,February,10
Block,Post-IPO,United States,103,150,73,Finance,931,2025,Qtr 1,March,25,25,3,8%,1,Normal,2025,SF Bay Area,,https://techcrunch.com/2025/03/25/read-the-email-jack-dorsey-sent-when-he-cut-931-of-blocks-staff/,2025,Qtr 1,March,26
Block,Post-IPO,United States,523,150,687,Finance,1000,2024,Qtr 1,January,30,30,1,10%,1,Normal,2024,SF Bay Area,,https://www.businessinsider.com/block-layoffs-jack-dorsey-tech-industry-cuts-2024-1,2024,Qtr 1,January,31
Blockchain.com,Series D,United Kingdom,1081,490,2966,Crypto,150,2022,Qtr 3,July,21,21,7,25%,3,Normal,2022,London,Non-U.S.,https://www.coindesk.com/business/2022/07/21/blockchaincom-cuts-25-workforce-amid-crypto-bear-market/,2022,Qtr 3,July,21
Blockchain.com,Series D,United Kingdom,906,490,2097,Crypto,110,2023,Qtr 1,January,12,12,1,28%,1,Normal,2023,London,Non-U.S.,https://www.coindesk.com/business/2023/01/12/crypto-brokerage-blockchaincom-lays-off-28-of-workforce-as-industrys-cruel-winter-continues/,2023,Qtr 1,January,12
BlockFi,Series E,United States,1119,1000,3198,Crypto,250,2022,Qtr 2,June,13,13,6,20%,2,Normal,2022,New York City,,https://blockfi.com/a-message-from-our-founders,2022,Qtr 2,June,13
Blue Origin,Unknown,United States,143,167,112,Aerospace,1000,2025,Qtr 1,February,13,13,2,10%,1,Normal,2025,Seattle,,https://www.cnn.com/2025/02/13/science/blue-origin-employee-layoffs/index.html,2025,Qtr 1,February,15
Blueground,Series B,United States,1927,77,4017,Real Estate,130,2020,Qtr 1,March,27,27,3,25%,1,Normal,2020,New York City,,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,2020,Qtr 1,March,30
Bluevine,Unknown,Israel,208,769,186,Finance,100,2024,Qtr 4,December,10,10,12,18%,4,Normal,2024,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/bkfccpr4kx,2024,Qtr 4,December,11
Bluprint,Acquired,United States,1867,108,3606,Education,137,2020,Qtr 2,May,26,26,5,100%,2,Normal,2020,Denver,,https://businessden.com/2020/05/27/nbcuniversal-shutting-down-bluprint-formerly-known-as-craftsy/,2020,Qtr 2,May,27
Bolt,Series E,United States,1138,1300,3296,Finance,240,2022,Qtr 2,May,25,25,5,27%,2,Normal,2022,SF Bay Area,,https://www.forbes.com/sites/kenrickcai/2022/05/25/checkout-startup-bolt-lays-off-more-than-200-people-or-at-least-25-of-its-staff/?sh=1789cd092201,2022,Qtr 2,May,25
Bolt,Series E,United States,894,1300,1977,Finance,50,2023,Qtr 1,January,24,24,1,10%,1,Normal,2023,SF Bay Area,,https://www.theinformation.com/articles/bolt-ceo-cuts-staff-a-third-time-as-revenue-lags,2023,Qtr 1,January,25
Bolt.Earth,Series B,India,456,24,544,Energy,70,2024,Qtr 2,April,6,6,4,40%,2,Normal,2024,Bengaluru,Non-U.S.,https://inc42.com/buzz/bolt-earth-fires-employees-in-another-restructuring-exercise-shuts-two-business-verticals/,2024,Qtr 2,April,9
Bonsai,Series A,Canada,1112,27,3164,Retail,30,2022,Qtr 2,June,20,20,6,55%,2,Normal,2022,Toronto,Non-U.S.,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,2022,Qtr 2,June,21
Bonsai,Series A,Canada,1167,27,3359,Retail,29,2022,Qtr 2,April,26,26,4,34%,2,Normal,2022,Toronto,Non-U.S.,https://betakit.com/bonsai-lays-off-a-third-of-employees-shortly-after-21-million-series-a-citing-shift-to-growth-strategy/,2022,Qtr 2,June,21
BookClub,Series A,United States,1132,26,3279,Education,12,2022,Qtr 2,May,31,31,5,25%,2,Normal,2022,Salt Lake City,,Internal memo,2022,Qtr 2,June,7
BookMyShow,Unknown,India,1865,224,3598,Consumer,270,2020,Qtr 2,May,28,28,5,18%,2,Normal,2020,Mumbai,Non-U.S.,https://www.cnbctv18.com/business/270-bookmyshow-employees-either-laid-off-or-furloughed-18-of-total-workforce-impacted-worldwide-6022801.htm,2020,Qtr 2,May,28
Boost,Series B,United States,824,37,1595,Finance,15,2023,Qtr 2,April,4,4,4,20%,2,Normal,2023,New York City,,https://boostinsurance.com/blog/a-message-from-boost-ceo-alex-maffeo/,2023,Qtr 2,April,5
Boozt,Post-IPO,Sweden,1123,56,3217,Retail,70,2022,Qtr 2,June,9,9,6,5%,2,Normal,2022,Malmo,Non-U.S.,https://www.breakit.se/artikel/33353/sparpaket-pa-boozt-efter-vinstsmallen-sager-upp-personal,2022,Qtr 3,July,25
Borrowell,Series B,Canada,1917,72,3896,Finance,15,2020,Qtr 2,April,6,6,4,20%,2,Normal,2020,Toronto,Non-U.S.,https://betakit.com/borrowell-lays-off-20-percent-of-staff-citing-financial-institutions-pulling-back-amid-covid-19/,2020,Qtr 2,April,7
Bounce,Series D,India,1595,214,3446,Transportation,200,2021,Qtr 1,February,22,22,2,40%,1,Normal,2021,Bengaluru,Non-U.S.,https://economictimes.indiatimes.com/tech/startups/bounce-goes-for-second-round-of-layoffs-as-demand-for-mobility-lags/articleshow/81144047.cms,2021,Qtr 1,February,23
Bounce,Series D,India,1833,214,3550,Transportation,130,2020,Qtr 2,June,29,29,6,22%,2,Normal,2020,Bengaluru,Non-U.S.,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,2020,Qtr 2,June,30
Bounce,Series D,India,912,214,2150,Transportation,40,2023,Qtr 1,January,6,6,1,5%,1,Normal,2023,Bengaluru,Non-U.S.,https://www.moneycontrol.com/news/business/announcements/sequoia-backed-bounce-lays-off-5-of-staff-to-cut-costs-9822961.html,2023,Qtr 1,January,9
BounceX,Series B,United States,1917,75,3891,Marketing,77,2020,Qtr 2,April,6,6,4,20%,2,Normal,2020,New York City,,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,2020,Qtr 2,April,7
Boxed,Post-IPO,United States,844,365,1669,Retail,32,2023,Qtr 1,March,15,15,3,25%,1,Normal,2023,New York City,,https://www.crainsnewyork.com/technology/e-commerce-firm-boxedcom-shed-25-staff-it-looks-buyer,2023,Qtr 1,March,17
Branch,Seed,United States,1851,2,3576,Retail,3,2020,Qtr 2,June,11,11,6,27%,2,Normal,2020,New York City,,https://techcrunch.com/2020/06/11/covid-19-nearly-killed-this-office-furniture-startup-turning-to-home-offices-may-save-it/,2020,Qtr 2,June,12
Branch Metrics,Series E,United States,1916,367,3878,Marketing,100,2020,Qtr 2,April,7,7,4,20%,2,Normal,2020,SF Bay Area,,https://news.crunchbase.com/news/branch-metrics-lays-off-20-percent-of-employees/,2020,Qtr 2,April,10
Brave,Series B,United States,312,42,319,Consumer,27,2024,Qtr 3,August,28,28,8,14%,3,Normal,2024,SF Bay Area,,https://techcrunch.com/2024/08/28/brave-lays-off-27-employees/,2024,Qtr 3,August,28
Brave Care,Series B,United States,1034,42,2748,Healthcare,40,2022,Qtr 3,September,6,6,9,33%,3,Normal,2022,Portland,,https://www.oregonlive.com/business/2022/09/portland-pediatrics-startup-brave-care-lays-off-a-third-of-staff-citing-covid-and-market-turmoil.html,2022,Qtr 3,September,8
Breathe,Series A,India,1118,6,3193,Healthcare,50,2022,Qtr 2,June,14,14,6,33%,2,Normal,2022,New Delhi,Non-U.S.,https://inc42.com/buzz/accel-backed-breathe-well-being-lays-off-50-employees/,2022,Qtr 2,June,16
Breather,Series D,Canada,1663,131,3463,Real Estate,120,2020,Qtr 4,December,16,16,12,80%,4,Normal,2020,Montreal,Non-U.S.,https://www.theglobeandmail.com/business/article-breather-hopes-for-second-wind-as-montreal-flexible-workspace-provider/,2020,Qtr 4,December,17
Brex,Series C,United States,1864,732,3596,Finance,62,2020,Qtr 2,May,29,29,5,15%,2,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/06/01/brex-laid-off-62-employees-to-prioritize-building-over-growing/,2020,Qtr 2,May,30
Brex,Series D,United States,530,1500,718,Finance,282,2024,Qtr 1,January,23,23,1,20%,1,Normal,2024,SF Bay Area,,https://techcrunch.com/2024/01/23/brex-layoffs-fintech/,2024,Qtr 1,January,23
Brex,Series D,United States,999,1500,2631,Finance,136,2022,Qtr 4,October,11,11,10,11%,4,Normal,2022,SF Bay Area,,https://techcrunch.com/2022/10/11/fintech-brex-layoffs-restructuring/,2022,Qtr 4,October,12
Bridge Connector,Series B,United States,1692,45,3469,Healthcare,154,2020,Qtr 4,November,17,17,11,100%,4,Normal,2020,Nashville,,https://www.nashvillepost.com/business/health-care/article/21144528/bridge-connector-closing-down,2020,Qtr 4,November,20
Bridgit,Series B,Canada,943,36,2296,Construction,13,2022,Qtr 4,December,6,6,12,13%,4,Normal,2022,Waterloo,Non-U.S.,https://www.therecord.com/news/waterloo-region/2022/12/06/some-startups-scaling-back-as-investment-shrinks.html,2022,Qtr 4,December,19
Bright Machines,Unknown,Israel,1104,250,3112,Data,30,2022,Qtr 2,June,28,28,6,8%,2,Normal,2022,SF Bay Area,,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,2022,Qtr 2,June,29
Bright Money,Series A,India,1087,31,3002,Finance,100,2022,Qtr 3,July,15,15,7,50%,3,Normal,2022,Bengaluru,Non-U.S.,https://www.outlookindia.com/business/sequoia-backed-bright-money-is-latest-start-up-to-hand-out-pink-slips-news-211290?,2022,Qtr 3,July,23
Brightcove,Acquired,United States,109,145,76,Marketing,198,2025,Qtr 1,March,19,19,3,33%,1,Normal,2025,Boston,,https://www.boston.com/news/business/2025/03/19/boston-based-streaming-company-brightcove-to-lay-off-198-workers/,2025,Qtr 1,March,22
Brightcove,Post-IPO,United States,795,145,1494,Marketing,70,2023,Qtr 2,May,3,3,5,10%,2,Normal,2023,Boston,,https://www.bizjournals.com/boston/news/2023/05/03/brightcove-cuts-across-organization.html,2023,Qtr 2,May,4
Brighte,Series C,Australia,1112,145,3165,Energy,30,2022,Qtr 2,June,20,20,6,15%,2,Normal,2022,Sydney,Non-U.S.,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,2022,Qtr 2,June,21
Bringg,Series D,Israel,1902,84,3769,Logistics,10,2020,Qtr 2,April,21,21,4,10%,2,Normal,2020,Tel Aviv,Non-U.S.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html",2020,Qtr 2,April,24
Britishvolt,Unknown,United Kingdom,901,2400,2057,Transportation,206,2023,Qtr 1,January,17,17,1,100%,1,Normal,2023,London,Non-U.S.,https://www.nytimes.com/2023/01/17/business/uk-britishvolt-battery-maker-bankruptcy.html,2023,Qtr 1,January,18
Briza,Series A,Canada,929,10,2202,Finance,26,2022,Qtr 4,December,20,20,12,40%,4,Normal,2022,Toronto,Non-U.S.,https://betakit.com/ceo-of-briza-steps-down-as-insurtech-startup-cuts-close-to-half-of-its-staff/,2022,Qtr 4,December,21
Bryter,Series B,Germany,1089,89,3017,Product,100,2022,Qtr 3,July,13,13,7,30%,3,Normal,2022,Berlin,Non-U.S.,https://twitter.com/pierre_vannier/status/1547311744837685249,2022,Qtr 3,July,15
Buenbit,Series A,Argentina,1140,11,3309,Crypto,80,2022,Qtr 2,May,23,23,5,45%,2,Normal,2022,Buenos Aires,Non-U.S.,https://www.coindesk.com/business/2022/05/24/argentinian-crypto-exchange-buenbit-cuts-45-of-staff-due-to-tech-industry-downturn/,2022,Qtr 2,May,25
